cidade;film_id;title;total_alugueis
Sorocaba;651;PACKER MADIGAN;1
Adana;174;CONFIDENTIAL INTERVIEW;1
Bhilwara;170;COMMAND DARLING;1
Okara;157;CLOCKWORK PARADISE;1
Bhopal;435;HOTEL HAPPINESS;1
Birgunj;531;LOSE INCH;1
Sungai Petani;589;MODERN DORADO;1
Mukateve;604;MULAN MOON;1
Mysore;58;BEACH HEARTBREAKERS;1
Banjul;105;BULL SHAWSHANK;1
Daxian;328;FOREVER CANDIDATE;1
Hanoi;790;SHOOTIST SUPERFLY;1
Ashgabat;605;MULHOLLAND BEAST;1
Pudukkottai;374;GRAFFITI LOVE;1
Anpolis;975;WILLOW TRACY;1
Asuncin;644;OSCAR GOLD;1
Bern;199;CUPBOARD SINNERS;1
Valle de Santiago;327;FOOL MOCKINGBIRD;1
Namibe;663;PATIENT SISTER;1
Czestochowa;130;CELEBRITY HORN;1
Owo;11;ALAMO VIDEOTAPE;1
Namibe;134;CHAMPION FLATLINERS;1
Songkhla;15;ALIEN CENTER;1
Kalisz;232;DIRTY ACE;1
Dongying;826;SPEED SUIT;1
Le Mans;118;CANYON STOCK;1
Mexicali;450;IDOLS SNATCHERS;1
Sumy;902;TRADING PINOCCHIO;1
Junan;238;DOCTOR GRAIL;1
Mit Ghamr;31;APACHE DIVINE;1
York;714;RANDOM GO;1
Meixian;707;QUEST MUSSOLINI;1
Kamjanets-Podilskyi;566;MAUDE MOD;1
Sokoto;914;TROUBLE DATE;1
Cuernavaca;69;BEVERLY OUTLAW;1
Mardan;218;DECEIVER BETRAYED;1
Richmond Hill;444;HUSTLER PARTY;1
Bat Yam;919;TYCOON GATHERING;1
Bhusawal;690;POND SEATTLE;1
al-Qatif;580;MINE TITANS;1
Miraj;927;UPRISING UPTOWN;1
Kilis;783;SHANE DARKNESS;1
Lausanne;412;HEAVYWEIGHTS BEAST;1
Linz;534;LOUISIANA HARRY;1
Nador;269;EARRING INSTINCT;1
Hino;620;NEMO CAMPUS;1
Chatsworth;979;WITCHES PANIC;1
Pathankot;460;INNOCENT USUAL;1
Bydgoszcz;261;DUFFEL APOCALYPSE;1
El Alto;650;PACIFIC AMISTAD;1
Sousse;149;CHRISTMAS MOONSHINE;1
Plock;358;GILMORE BOILED;1
El Alto;760;SAMURAI LION;1
Ashdod;744;ROOTS REMEMBER;1
Santiago de los Caballeros;686;PLUTO OLEANDER;1
Davao;554;MALKOVICH PET;1
Elista;201;CYCLONE FAMILY;1
South Hill;55;BARBARELLA STREETCAR;1
Pingxiang;930;VACATION BOONDOCK;1
Aurora;893;TITANS JERK;1
Mysore;215;DAWN POND;1
Uttarpara-Kotrung;583;MISSION ZOOLANDER;1
Beira;232;DIRTY ACE;1
Boa Vista;244;DORADO NOTTING;1
Charlotte Amalie;767;SCALAWAG DUCK;1
Cam Ranh;521;LIES TREATMENT;1
Onomichi;886;THEORY MERMAID;1
Pemalang;315;FINDING ANACONDA;1
Baybay;203;DAISY MENAGERIE;1
Santo Andr;363;GO PURPLE;1
Kabul;247;DOWNHILL ENOUGH;1
Molodetno;942;VIETNAM SMOOCHY;1
Monclova;384;GROSSE WONDERFUL;1
Jinzhou;261;DUFFEL APOCALYPSE;1
Garden Grove;805;SLEEPLESS MONSOON;1
Aurora;700;PRIX UNDEFEATED;1
Daxian;374;GRAFFITI LOVE;1
Nuuk;303;FANTASY TROOPERS;1
Ashdod;891;TIMBERLAND SKY;1
Funafuti;522;LIFE TWISTED;1
Ogbomosho;42;ARTIST COLDBLOODED;1
Esfahan;13;ALI FOREVER;1
Tonghae;399;HAPPINESS UNITED;1
Nuuk;979;WITCHES PANIC;1
Palghat (Palakkad);615;NASH CHOCOLAT;1
Kaduna;637;OPEN AFRICAN;1
Boksburg;583;MISSION ZOOLANDER;1
Shubra al-Khayma;590;MONEY HAROLD;1
Robamba;707;QUEST MUSSOLINI;1
Sorocaba;672;PERFECT GROOVE;1
Trshavn;348;GANDHI KWAI;1
NDjamna;917;TUXEDO MILE;1
Asuncin;177;CONNECTICUT TRAMP;1
Omiya;336;FRENCH HOLIDAY;1
Citrus Heights;230;DIARY PANIC;1
Valparai;367;GOLDMINE TYCOON;1
Southend-on-Sea;646;OUTBREAK DIVINE;1
Nagareyama;510;LAWLESS VISION;1
Duisburg;193;CROSSROADS CASUALTIES;1
Vinh;357;GILBERT PELICAN;1
Kanazawa;798;SILVERADO GOLDFINGER;1
Halifax;608;MURDER ANTITRUST;1
Zhoushan;26;ANNIE IDENTITY;1
Bayugan;57;BASIC EASY;1
Otsu;167;COMA HEAD;1
Tuguegarao;311;FICTION CHRISTMAS;1
Masqat;502;KNOCK WARLOCK;1
Firozabad;891;TIMBERLAND SKY;1
Jakarta;19;AMADEUS HOLY;1
Tama;26;ANNIE IDENTITY;1
Effon-Alaiye;244;DORADO NOTTING;1
Celaya;24;ANALYZE HOOSIERS;1
Hino;806;SLEEPY JAPANESE;1
Masqat;305;FATAL HAUNTED;1
Quilmes;570;MERMAID INSECTS;1
Lausanne;106;BULWORTH COMMANDMENTS;1
Gingoog;448;IDAHO LOVE;1
Saint-Denis;285;ENGLISH BULWORTH;1
Southend-on-Sea;468;INVASION CYCLONE;1
Vinh;934;VANILLA DAY;1
Benguela;665;PATTON INTERVIEW;1
Changhwa;747;ROXANNE REBEL;1
al-Ayn;752;RUNNER MADIGAN;1
Karnal;113;CALIFORNIA BIRDS;1
Huaian;625;NONE SPIKING;1
Ueda;149;CHRISTMAS MOONSHINE;1
Merlo;806;SLEEPY JAPANESE;1
Zhoushan;481;JEKYLL FROGMEN;1
Salala;792;SHREK LICENSE;1
Nagaon;218;DECEIVER BETRAYED;1
Baha Blanca;739;ROCKY WAR;1
Apeldoorn;570;MERMAID INSECTS;1
Daxian;871;SWEDEN SHINING;1
Chatsworth;232;DIRTY ACE;1
Balaiha;505;LABYRINTH LEAGUE;1
Dundee;738;ROCKETEER MOTHER;1
Sorocaba;966;WEDDING APOLLO;1
Changhwa;461;INSECTS STONE;1
Ljubertsy;364;GODFATHER DIARY;1
Memphis;415;HIGH ENCINO;1
Omdurman;762;SASSY PACKER;1
Jaffna;727;RESURRECTION SILVERADO;1
Saint Louis;710;RAGE GAMES;1
Vaduz;369;GOODFELLAS SALUTE;1
Antofagasta;75;BIRD INDEPENDENCE;1
Vancouver;255;DRIVING POLISH;1
Arecibo;381;GRINCH MASSAGE;1
Sumqayit;859;SUGAR WONKA;1
Cayenne;229;DEVIL DESIRE;1
Pavlodar;430;HOOK CHARIOTS;1
Brindisi;175;CONFUSED CANDLES;1
al-Qadarif;789;SHOCK CABIN;1
Qinhuangdao;288;ESCAPE METROPOLIS;1
Iwatsuki;963;WATCH TRACY;1
Simferopol;580;MINE TITANS;1
Kakamigahara;589;MODERN DORADO;1
Florencia;462;INSIDER ARIZONA;1
Benin City;890;TIGHTS DAWN;1
Baku;339;FROGMEN BREAKING;1
Idfu;556;MALTESE HOPE;1
Compton;803;SLACKER LIAISONS;1
Weifang;381;GRINCH MASSAGE;1
Salamanca;341;FROST HEAD;1
South Hill;942;VIETNAM SMOOCHY;1
Lubumbashi;42;ARTIST COLDBLOODED;1
Yerevan;734;ROAD ROXANNE;1
Fontana;697;PRIMARY GLASS;1
Yinchuan;298;EYES DRIVING;1
Naju;73;BINGO TALENTED;1
Inegl;770;SCISSORHANDS SLUMS;1
Gorontalo;210;DARKO DORADO;1
Grand Prairie;994;WYOMING STORM;1
Mexicali;639;OPPOSITE NECKLACE;1
Ibirit;559;MARRIED GO;1
Nuuk;490;JUMANJI BLADE;1
Liaocheng;331;FORWARD TEMPLE;1
San Miguel de Tucumn;356;GIANT TROOPERS;1
Allende;657;PARADISE SABRINA;1
Adoni;423;HOLLYWOOD ANONYMOUS;1
Halle/Saale;250;DRAGON SQUAD;1
El Monte;450;IDOLS SNATCHERS;1
Koriyama;107;BUNCH MINDS;1
La Plata;772;SEA VIRGIN;1
Poos de Caldas;138;CHARIOTS CONSPIRACY;1
Benguela;533;LOST BIRD;1
Zanzibar;91;BOUND CHEAPER;1
Chisinau;803;SLACKER LIAISONS;1
Juiz de Fora;456;INCH JET;1
Parbhani;356;GIANT TROOPERS;1
Hanoi;772;SEA VIRGIN;1
Bijapur;372;GRACELAND DYNAMITE;1
Udaipur;648;OUTLAW HANKY;1
Qinhuangdao;358;GILMORE BOILED;1
Iwakuni;724;REMEMBER DIARY;1
Jaroslavl;450;IDOLS SNATCHERS;1
London;625;NONE SPIKING;1
Omiya;577;MILE MULAN;1
Athenai;367;GOLDMINE TYCOON;1
Hsichuh;479;JEDI BENEATH;1
Omiya;464;INTENTIONS EMPIRE;1
Omdurman;540;LUCKY FLYING;1
Warren;710;RAGE GAMES;1
Bislig;700;PRIX UNDEFEATED;1
Stara Zagora;132;CHAINSAW UPTOWN;1
Inegl;367;GOLDMINE TYCOON;1
Iwatsuki;539;LUCK OPUS;1
Bilbays;160;CLUB GRAFFITI;1
Bhilwara;268;EARLY HOME;1
Sanaa;518;LIAISONS SWEET;1
Bratislava;481;JEKYLL FROGMEN;1
Valparai;337;FRIDA SLIPPER;1
Rio Claro;11;ALAMO VIDEOTAPE;1
Pingxiang;551;MAIDEN HOME;1
Antofagasta;348;GANDHI KWAI;1
Vancouver;461;INSECTS STONE;1
Iligan;555;MALLRATS UNITED;1
Otsu;589;MODERN DORADO;1
Smolensk;913;TROOPERS METAL;1
Battambang;526;LOCK REAR;1
Inegl;555;MALLRATS UNITED;1
Botshabelo;531;LOSE INCH;1
Zanzibar;457;INDEPENDENCE HOTEL;1
Naala-Porto;216;DAY UNFAITHFUL;1
Qomsheh;184;CORE SUIT;1
Duisburg;407;HAWK CHILL;1
Lincoln;72;BILL OTHERS;1
Amroha;753;RUSH GOODFELLAS;1
Eskisehir;462;INSIDER ARIZONA;1
Lincoln;525;LOATHING LEGALLY;1
Xinxiang;599;MOTHER OLEANDER;1
Balaiha;725;REQUIEM TYCOON;1
Rae Bareli;798;SILVERADO GOLDFINGER;1
Nam Dinh;284;ENEMY ODDS;1
Nakhon Sawan;933;VAMPIRE WHALE;1
Asuncin;921;UNCUT SUICIDES;1
Juiz de Fora;177;CONNECTICUT TRAMP;1
Erlangen;430;HOOK CHARIOTS;1
Jedda;279;ELIZABETH SHANE;1
Hohhot;333;FREAKY POCUS;1
Manchester;780;SENSIBILITY REAR;1
Stara Zagora;764;SATURDAY LAMBS;1
Eskisehir;409;HEARTBREAKERS BRIGHT;1
Cuman;609;MUSCLE BRIGHT;1
Antofagasta;67;BERETS AGENT;1
Citt del Vaticano;295;EXPENDABLE STALLION;1
Xiangfan;616;NATIONAL STORY;1
NDjamna;320;FLAMINGOS CONNECTICUT;1
Skikda;967;WEEKEND PERSONAL;1
Plock;244;DORADO NOTTING;1
Rampur;969;WEST LION;1
Skikda;896;TOOTSIE PILOT;1
Parbhani;349;GANGS PRIDE;1
El Monte;446;HYSTERICAL GRAIL;1
Chatsworth;186;CRAFT OUTFIELD;1
A Corua (La Corua);170;COMMAND DARLING;1
Bilbays;82;BLOOD ARGONAUTS;1
Coatzacoalcos;908;TRAP GUYS;1
Zhezqazghan;15;ALIEN CENTER;1
Callao;981;WOLVES DESIRE;1
Jamalpur;522;LIFE TWISTED;1
Chisinau;121;CAROL TEXAS;1
Hanoi;881;TEMPLE ATTRACTION;1
Salinas;804;SLEEPING SUSPECTS;1
Kalisz;151;CINCINATTI WHISPERER;1
Alessandria;403;HARRY IDAHO;1
Palghat (Palakkad);8;AIRPORT POLLOCK;1
Clarksville;465;INTERVIEW LIAISONS;1
Aden;927;UPRISING UPTOWN;1
Zapopan;45;ATTRACTION NEWTON;1
San Felipe del Progreso;912;TROJAN TOMORROW;1
El Fuerte;287;ENTRAPMENT SATISFACTION;1
El Monte;624;NIGHTMARE CHILL;1
Ocumare del Tuy;252;DREAM PICKUP;1
Emmen;143;CHILL LUCK;1
Po;697;PRIMARY GLASS;1
Fukuyama;472;ITALIAN AFRICAN;1
Patiala;645;OTHERS SOUP;1
Laohekou;437;HOUSE DYNAMITE;1
Mit Ghamr;298;EYES DRIVING;1
Kanchrapara;778;SECRETS PARADISE;1
La Romana;957;WAR NOTTING;1
Paarl;446;HYSTERICAL GRAIL;1
Bhopal;326;FLYING HOOK;1
Goinia;878;TEEN APOLLO;1
Cianjur;403;HARRY IDAHO;1
Mannheim;430;HOOK CHARIOTS;1
Rampur;25;ANGELS LIFE;1
Sokoto;166;COLOR PHILADELPHIA;1
Davao;61;BEAUTY GREASE;1
Carmen;617;NATURAL STOCK;1
Tete;112;CALENDAR GUNFIGHT;1
Soshanguve;732;RINGS HEARTBREAKERS;1
Fukuyama;49;BADMAN DAWN;1
Mardan;735;ROBBERS JOON;1
Kirovo-Tepetsk;798;SILVERADO GOLDFINGER;1
Ciomas;170;COMMAND DARLING;1
Avellaneda;356;GIANT TROOPERS;1
Ashdod;182;CONTROL ANTHEM;1
Probolinggo;869;SUSPECTS QUILLS;1
Johannesburg;333;FREAKY POCUS;1
Stockport;304;FARGO GANDHI;1
Hsichuh;538;LOVERBOY ATTACKS;1
Antofagasta;563;MASSACRE USUAL;1
Kalisz;16;ALLEY EVOLUTION;1
Tokat;580;MINE TITANS;1
Jodhpur;984;WONDERFUL DROP;1
Tsaotun;866;SUNSET RACER;1
Xinxiang;935;VANISHED GARDEN;1
Pontianak;594;MONTEZUMA COMMAND;1
Jastrzebie-Zdrj;638;OPERATION OPERATION;1
Saint-Denis;610;MUSIC BOONDOCK;1
Kisumu;779;SENSE GREEK;1
Jastrzebie-Zdrj;86;BOOGIE AMELIE;1
Chandrapur;461;INSECTS STONE;1
Benin City;327;FOOL MOCKINGBIRD;1
Novoterkassk;234;DISTURBING SCARFACE;1
Kitwe;971;WHALE BIKINI;1
Maikop;13;ALI FOREVER;1
Mannheim;308;FERRIS MOTHER;1
Usolje-Sibirskoje;122;CARRIE BUNCH;1
Taguig;734;ROAD ROXANNE;1
Maikop;438;HUMAN GRAFFITI;1
Daugavpils;352;GATHERING CALENDAR;1
Toulouse;814;SNATCH SLIPPER;1
Uluberia;593;MONTEREY LABYRINTH;1
Iwaki;846;STING PERSONAL;1
Mardan;631;NOVOCAINE FLIGHT;1
Bhimavaram;311;FICTION CHRISTMAS;1
Shahr-e Kord;15;ALIEN CENTER;1
Fontana;964;WATERFRONT DELIVERANCE;1
Benin City;603;MOVIE SHAKESPEARE;1
Stara Zagora;220;DEER VIRGINIAN;1
Omdurman;817;SOLDIERS EVOLUTION;1
Ahmadnagar;69;BEVERLY OUTLAW;1
Belm;134;CHAMPION FLATLINERS;1
Lungtan;65;BEHAVIOR RUNAWAY;1
London;480;JEEPERS WEDDING;1
al-Manama;463;INSTINCT AIRPORT;1
Belm;206;DANCING FEVER;1
Fuzhou;651;PACKER MADIGAN;1
Merlo;674;PET HAUNTING;1
Cayenne;878;TEEN APOLLO;1
Kermanshah;23;ANACONDA CONFESSIONS;1
Iligan;946;VIRTUAL SPOILERS;1
Iwaki;856;STREETCAR INTENTIONS;1
Tandil;809;SLIPPER FIDELITY;1
Kamarhati;185;COWBOY DOOM;1
Miraj;938;VELVET TERMINATOR;1
Siliguri (Shiliguri);412;HEAVYWEIGHTS BEAST;1
Antofagasta;570;MERMAID INSECTS;1
Kansas City;612;MUSSOLINI SPOILERS;1
Fontana;887;THIEF PELICAN;1
Haldia;600;MOTIONS DETAILS;1
Hunuco;191;CROOKED FROGMEN;1
Mosul;863;SUN CONFESSIONS;1
Madiun;20;AMELIE HELLFIGHTERS;1
Bamenda;145;CHISUM BEHAVIOR;1
Springs;341;FROST HEAD;1
Meixian;886;THEORY MERMAID;1
Poos de Caldas;86;BOOGIE AMELIE;1
Lublin;672;PERFECT GROOVE;1
Lengshuijiang;251;DRAGONFLY STRANGERS;1
Dayton;856;STREETCAR INTENTIONS;1
Paarl;462;INSIDER ARIZONA;1
Bradford;895;TOMORROW HUSTLER;1
Hiroshima;39;ARMAGEDDON LOST;1
Bijapur;383;GROOVE FICTION;1
Kilis;817;SOLDIERS EVOLUTION;1
Elista;458;INDIAN LOVE;1
Cuautla;292;EXCITEMENT EVE;1
Ogbomosho;308;FERRIS MOTHER;1
Arecibo;100;BROOKLYN DESERT;1
NDjamna;143;CHILL LUCK;1
guas Lindas de Gois;43;ATLANTIS CAUSE;1
Bratislava;368;GONE TROUBLE;1
Laredo;775;SEATTLE EXPECATIONS;1
Miraj;732;RINGS HEARTBREAKERS;1
Najafabad;921;UNCUT SUICIDES;1
Bhopal;100;BROOKLYN DESERT;1
Shaoguan;460;INNOCENT USUAL;1
Jodhpur;197;CRUSADE HONEY;1
Hamilton;1;ACADEMY DINOSAUR;1
Cianjur;880;TELEMARK HEARTBREAKERS;1
Pudukkottai;181;CONTACT ANONYMOUS;1
Pontianak;210;DARKO DORADO;1
Lapu-Lapu;348;GANDHI KWAI;1
Tete;677;PIANIST OUTFIELD;1
Tangail;81;BLINDNESS GUN;1
Uruapan;378;GREATEST NORTH;1
Gijn;906;TRAMP OTHERS;1
Arecibo;330;FORRESTER COMANCHEROS;1
Arecibo;927;UPRISING UPTOWN;1
Gijn;901;TRACY CIDER;1
Purnea (Purnia);586;MOCKINGBIRD HOLLYWOOD;1
Batna;1000;ZORRO ARK;1
Yuncheng;777;SECRETARY ROUGE;1
Surakarta;283;ENDING CROWDS;1
Jedda;48;BACKLASH UNDEFEATED;1
Naala-Porto;104;BUGSY SONG;1
Lincoln;124;CASPER DRAGONFLY;1
Skikda;40;ARMY FLINTSTONES;1
Bhavnagar;915;TRUMAN CRAZY;1
Zaoyang;649;OZ LIAISONS;1
Weifang;789;SHOCK CABIN;1
Mahajanga;500;KISS GLORY;1
Kursk;979;WITCHES PANIC;1
Hiroshima;792;SHREK LICENSE;1
Cavite;866;SUNSET RACER;1
Touliu;716;REAP UNFAITHFUL;1
Tanshui;392;HALL CASSIDY;1
Malm;380;GREEK EVERYONE;1
Sivas;273;EFFECT GLADIATOR;1
Brockton;585;MOB DUFFEL;1
Garden Grove;247;DOWNHILL ENOUGH;1
Cayenne;244;DORADO NOTTING;1
Bradford;405;HAUNTED ANTITRUST;1
Baybay;767;SCALAWAG DUCK;1
Jalib al-Shuyukh;149;CHRISTMAS MOONSHINE;1
Kingstown;58;BEACH HEARTBREAKERS;1
Lipetsk;152;CIRCUS YOUTH;1
Zeleznogorsk;674;PET HAUNTING;1
Hunuco;405;HAUNTED ANTITRUST;1
Datong;303;FANTASY TROOPERS;1
Yangor;688;POLISH BROOKLYN;1
Baybay;246;DOUBTFIRE LABYRINTH;1
Bat Yam;11;ALAMO VIDEOTAPE;1
Belm;895;TOMORROW HUSTLER;1
Gatineau;913;TROOPERS METAL;1
Shivapuri;378;GREATEST NORTH;1
Kimberley;590;MONEY HAROLD;1
Yangor;30;ANYTHING SAVANNAH;1
Santa Rosa;301;FAMILY SWEET;1
Jelets;698;PRINCESS GIANT;1
Santiago de Compostela;639;OPPOSITE NECKLACE;1
Southend-on-Sea;982;WOMEN DORADO;1
Acua;28;ANTHEM LUKE;1
Siliguri (Shiliguri);666;PAYCHECK WAIT;1
Ponce;928;UPTOWN YOUNG;1
Braslia;877;TAXI KICK;1
Gatineau;946;VIRTUAL SPOILERS;1
Pyongyang;426;HOME PITY;1
Skikda;433;HORN WORKING;1
Cuautla;640;OPUS ICE;1
Vila Velha;825;SPEAKEASY DATE;1
Florencia;478;JAWS HARRY;1
Huejutla de Reyes;131;CENTER DINOSAUR;1
Ashgabat;78;BLACKOUT PRIVATE;1
Acua;280;EMPIRE MALKOVICH;1
Deba Habe;199;CUPBOARD SINNERS;1
Faaa;95;BREAKFAST GOLDFINGER;1
al-Manama;817;SOLDIERS EVOLUTION;1
Balaiha;396;HANGING DEEP;1
Gorontalo;788;SHIP WONDERLAND;1
Najafabad;476;JASON TRAP;1
Ponce;914;TROUBLE DATE;1
Oulu;602;MOURNING PURPLE;1
Portoviejo;309;FEUD FROGMEN;1
Kaduna;270;EARTH VISION;1
Valle de Santiago;122;CARRIE BUNCH;1
Iwatsuki;573;MICROCOSMOS PARADISE;1
Liepaja;857;STRICTLY SCARFACE;1
Taizz;299;FACTORY DRAGON;1
Kitwe;797;SILENCE KANE;1
Qomsheh;302;FANTASIA PARK;1
Banjul;825;SPEAKEASY DATE;1
Kermanshah;634;ODDS BOOGIE;1
Iligan;474;JADE BUNCH;1
Lapu-Lapu;720;REDEMPTION COMFORTS;1
Saint-Denis;908;TRAP GUYS;1
Phnom Penh;598;MOSQUITO ARMAGEDDON;1
Adana;629;NOTORIOUS REUNION;1
Adana;600;MOTIONS DETAILS;1
Zhezqazghan;367;GOLDMINE TYCOON;1
Lhokseumawe;395;HANDICAP BOONDOCK;1
Satna;500;KISS GLORY;1
Bamenda;54;BANGER PINOCCHIO;1
Yuncheng;381;GRINCH MASSAGE;1
Mosul;577;MILE MULAN;1
Kakamigahara;285;ENGLISH BULWORTH;1
Bat Yam;829;SPINAL ROCKY;1
Bhilwara;857;STRICTLY SCARFACE;1
Hanoi;103;BUCKET BROTHERHOOD;1
Zhezqazghan;786;SHEPHERD MIDSUMMER;1
Lungtan;17;ALONE TRIP;1
Omdurman;571;METAL ARMAGEDDON;1
Dadu;292;EXCITEMENT EVE;1
Cheju;621;NETWORK PEAK;1
Callao;586;MOCKINGBIRD HOLLYWOOD;1
Liepaja;330;FORRESTER COMANCHEROS;1
Baha Blanca;511;LAWRENCE LOVE;1
Escobar;397;HANKY OCTOBER;1
South Hill;981;WOLVES DESIRE;1
Dongying;961;WASH HEAVENLY;1
Higashiosaka;196;CRUELTY UNFORGIVEN;1
Okara;84;BOILED DARES;1
Vaduz;13;ALI FOREVER;1
Tychy;900;TOWN ARK;1
Belm;138;CHARIOTS CONSPIRACY;1
South Hill;829;SPINAL ROCKY;1
Sasebo;982;WOMEN DORADO;1
Siliguri (Shiliguri);755;SABRINA MIDNIGHT;1
Klerksdorp;445;HYDE DOCTOR;1
Angra dos Reis;105;BULL SHAWSHANK;1
Brindisi;235;DIVIDE MONSTER;1
Tanshui;298;EYES DRIVING;1
Tiefa;887;THIEF PELICAN;1
San Miguel de Tucumn;50;BAKED CLEOPATRA;1
San Miguel de Tucumn;829;SPINAL ROCKY;1
Usolje-Sibirskoje;800;SINNERS ATLANTIS;1
Qomsheh;978;WISDOM WORKER;1
Saarbrcken;833;SPLENDOR PATTON;1
Lancaster;175;CONFUSED CANDLES;1
Nantou;962;WASTELAND DIVINE;1
Sunnyvale;519;LIBERTY MAGNIFICENT;1
Plock;293;EXORCIST STING;1
Ife;533;LOST BIRD;1
Pjatigorsk;796;SIERRA DIVIDE;1
San Miguel de Tucumn;627;NORTH TEQUILA;1
Tanshui;159;CLOSER BANG;1
Cheju;363;GO PURPLE;1
Sorocaba;137;CHARADE DUFFEL;1
Ipoh;101;BROTHERHOOD BLANKET;1
Mosul;580;MINE TITANS;1
Zaoyang;292;EXCITEMENT EVE;1
Bijapur;958;WARDROBE PHANTOM;1
Sucre;68;BETRAYED REAR;1
Sharja;550;MAGUIRE APACHE;1
Teboksary;819;SONG HEDWIG;1
Linz;905;TRAINSPOTTING STRANGERS;1
Bhusawal;981;WOLVES DESIRE;1
Tafuna;910;TREATMENT JEKYLL;1
Onomichi;572;METROPOLIS COMA;1
Enshi;662;PATHS CONTROL;1
Datong;51;BALLOON HOMEWARD;1
Luzinia;302;FANTASIA PARK;1
Citrus Heights;253;DRIFTER COMMANDMENTS;1
Matsue;44;ATTACKS HATE;1
Weifang;803;SLACKER LIAISONS;1
Benguela;95;BREAKFAST GOLDFINGER;1
Ocumare del Tuy;167;COMA HEAD;1
Balurghat;846;STING PERSONAL;1
Jos Azueta;835;SPY MILE;1
Toulon;281;ENCINO ELF;1
Jalib al-Shuyukh;281;ENCINO ELF;1
Ezhou;804;SLEEPING SUSPECTS;1
Uttarpara-Kotrung;379;GREEDY ROOTS;1
Kilis;870;SWARM GOLD;1
Greensboro;270;EARTH VISION;1
Yuzhou;884;TERMINATOR CLUB;1
Balurghat;204;DALMATIONS SWEDEN;1
Purwakarta;139;CHASING FIGHT;1
Binzhou;189;CREATURES SHAKESPEARE;1
Jedda;879;TELEGRAPH VOYAGE;1
Karnal;677;PIANIST OUTFIELD;1
Tartu;397;HANKY OCTOBER;1
Koriyama;685;PLATOON INSTINCT;1
Zaria;42;ARTIST COLDBLOODED;1
Valle de Santiago;589;MODERN DORADO;1
Cayenne;222;DESERT POSEIDON;1
Kragujevac;628;NORTHWEST POLISH;1
Acua;503;KRAMER CHOCOLATE;1
Ibirit;549;MAGNOLIA FORRESTER;1
Yingkou;809;SLIPPER FIDELITY;1
Loja;340;FRONTIER CABIN;1
Mwanza;17;ALONE TRIP;1
Ruse;638;OPERATION OPERATION;1
Bhopal;385;GROUNDHOG UNCUT;1
Tanauan;898;TOURIST PELICAN;1
Tanshui;644;OSCAR GOLD;1
Baku;568;MEMENTO ZOOLANDER;1
Ciomas;184;CORE SUIT;1
Liepaja;502;KNOCK WARLOCK;1
Ponce;840;STAMPEDE DISTURBING;1
Uijongbu;723;REIGN GENTLEMEN;1
Boksburg;483;JERICHO MULAN;1
Addis Abeba;771;SCORPION APOLLO;1
Fuyu;562;MASKED BUBBLE;1
Miraj;86;BOOGIE AMELIE;1
Guaruj;540;LUCKY FLYING;1
Iwaki;921;UNCUT SUICIDES;1
Citrus Heights;397;HANKY OCTOBER;1
Sanaa;530;LORD ARIZONA;1
Shenzhen;992;WRATH MILE;1
Haldia;117;CANDLES GRAPES;1
Sharja;894;TOMATOES HELLFIGHTERS;1
Hohhot;260;DUDE BLINDNESS;1
Omiya;461;INSECTS STONE;1
Pjatigorsk;708;QUILLS BULL;1
Talavera;418;HOBBIT ALIEN;1
Cayenne;531;LOSE INCH;1
Chisinau;951;VOYAGE LEGALLY;1
Idfu;374;GRAFFITI LOVE;1
Anpolis;794;SIDE ARK;1
Smolensk;828;SPIKING ELEMENT;1
Kisumu;778;SECRETS PARADISE;1
Peoria;132;CHAINSAW UPTOWN;1
Moscow;987;WORDS HUNTER;1
Tuguegarao;16;ALLEY EVOLUTION;1
Izumisano;693;POTTER CONNECTICUT;1
Nador;466;INTOLERABLE INTENTIONS;1
Cianjur;474;JADE BUNCH;1
Kurgan;911;TRIP NEWTON;1
San Juan Bautista Tuxtepec;530;LORD ARIZONA;1
Sagamihara;508;LAMBS CINCINATTI;1
Okayama;932;VALLEY PACKER;1
Bhopal;213;DATE SPEED;1
Escobar;830;SPIRIT FLINTSTONES;1
London;880;TELEMARK HEARTBREAKERS;1
Abu Dhabi;894;TOMATOES HELLFIGHTERS;1
Tuguegarao;775;SEATTLE EXPECATIONS;1
Jhansi;391;HALF OUTFIELD;1
Suihua;97;BRIDE INTRIGUE;1
Haiphong;852;STRANGELOVE DESIRE;1
Southport;634;ODDS BOOGIE;1
Changzhou;366;GOLDFINGER SENSIBILITY;1
Zhezqazghan;522;LIFE TWISTED;1
Alessandria;110;CABIN FLASH;1
Sokoto;792;SHREK LICENSE;1
Iwakuni;242;DOOM DANCING;1
Pontianak;37;ARIZONA BANG;1
Matamoros;645;OTHERS SOUP;1
Taguig;150;CIDER DESIRE;1
Tama;127;CAT CONEHEADS;1
Hodeida;327;FOOL MOCKINGBIRD;1
Boa Vista;116;CANDIDATE PERDITION;1
Siliguri (Shiliguri);855;STREAK RIDGEMONT;1
Addis Abeba;114;CAMELOT VACATION;1
Fengshan;609;MUSCLE BRIGHT;1
So Leopoldo;250;DRAGON SQUAD;1
Nuuk;116;CANDIDATE PERDITION;1
Tsaotun;16;ALLEY EVOLUTION;1
Santa F;362;GLORY TRACY;1
Katihar;799;SIMON NORTH;1
Botshabelo;89;BORROWERS BEDAZZLED;1
Southend-on-Sea;309;FEUD FROGMEN;1
