cidade;pais_code;estado_code;estado;pais
Apicum-Açu;BR;13;Maranhão;Brazil
Junco do Maranhão;BR;13;Maranhão;Brazil
Igarapé do Meio;BR;13;Maranhão;Brazil
Centro Novo do Maranhão;BR;13;Maranhão;Brazil
Turilândia;BR;13;Maranhão;Brazil
Bom Jardim;BR;13;Maranhão;Brazil
Santa Luzia do Paruá;BR;13;Maranhão;Brazil
Amapá do Maranhão;BR;13;Maranhão;Brazil
Tufilândia;BR;13;Maranhão;Brazil
Centro do Guilherme;BR;13;Maranhão;Brazil
Bela Vista do Maranhão;BR;13;Maranhão;Brazil
Brejo de Areia;BR;13;Maranhão;Brazil
Lagoa Grande do Maranhão;BR;13;Maranhão;Brazil
Buriticupu;BR;13;Maranhão;Brazil
Dom Eliseu;BR;16;Pará;Brazil
Lago do Junco;BR;13;Maranhão;Brazil
Satubinha;BR;13;Maranhão;Brazil
Itingá do Pará;BR;16;Pará;Brazil
Pacaraima;BR;25;Roraima;Brazil
Alto Alegre;BR;25;Roraima;Brazil
Davinópolis;BR;13;Maranhão;Brazil
Novo Progresso;BR;16;Pará;Brazil
Trairão;BR;16;Pará;Brazil
Jordão;BR;01;Acre;Brazil
Purupuru;BR;04;Amazonas;Brazil
Colniza;BR;14;Mato Grosso;Brazil
Juruena;BR;14;Mato Grosso;Brazil
Rondolândia;BR;14;Mato Grosso;Brazil
Acrelândia;BR;01;Acre;Brazil
Governador Jorge Teixeira;BR;24;Rondônia;Brazil
Itapuã do Oeste;BR;24;Rondônia;Brazil
Monte Negro;BR;24;Rondônia;Brazil
Planalto da Serra;BR;14;Mato Grosso;Brazil
Novo Horizonte do Norte;BR;14;Mato Grosso;Brazil
Tabaporã;BR;14;Mato Grosso;Brazil
Novo Mundo;BR;14;Mato Grosso;Brazil
Santa Carmem;BR;14;Mato Grosso;Brazil
Terra Nova do Norte;BR;14;Mato Grosso;Brazil
Ipiranga do Norte;BR;14;Mato Grosso;Brazil
Tapurah;BR;14;Mato Grosso;Brazil
Santa Rita do Trivelato;BR;14;Mato Grosso;Brazil
Itaúba;BR;14;Mato Grosso;Brazil
Guarantã do Norte;BR;14;Mato Grosso;Brazil
Itanhangá;BR;14;Mato Grosso;Brazil
Nova Monte Verde;BR;14;Mato Grosso;Brazil
Novo Repartimento;BR;16;Pará;Brazil
Breu Branco;BR;16;Pará;Brazil
Bom Jesus do Araguaia;BR;14;Mato Grosso;Brazil
Marcelândia;BR;14;Mato Grosso;Brazil
Campinápolis;BR;14;Mato Grosso;Brazil
Gaúcha do Norte;BR;14;Mato Grosso;Brazil
Santo Antônio do Leste;BR;14;Mato Grosso;Brazil
Chapadão do Céu;BR;29;Goiás;Brazil
Nova Nazaré;BR;14;Mato Grosso;Brazil
Apiacás;BR;14;Mato Grosso;Brazil
Chapada de Areia;BR;31;Tocantins;Brazil
Brasnorte;BR;14;Mato Grosso;Brazil
São Domingos do Guaporé;BR;24;Rondônia;Brazil
Corumbiara;BR;24;Rondônia;Brazil
Campos de Júlio;BR;14;Mato Grosso;Brazil
Ipiranga de Goiás;BR;29;Goiás;Brazil
São José do Jacuípe;BR;05;Bahia;Brazil
Nossa Senhora Aparecida;BR;28;Sergipe;Brazil
Cidade Ocidental;BR;29;Goiás;Brazil
Gameleira de Goiás;BR;29;Goiás;Brazil
Angelândia;BR;15;Minas Gerais;Brazil
Jaborandi;BR;05;Bahia;Brazil
São Francisco de Itabapoana;BR;21;Rio de Janeiro;Brazil
São José da Lapa;BR;15;Minas Gerais;Brazil
Nova Santa Bárbara;BR;18;Paraná;Brazil
Rio Quente;BR;29;Goiás;Brazil
Nova Belém;BR;15;Minas Gerais;Brazil
São José do Sul;BR;23;Rio Grande do Sul;Brazil
Westfália;BR;23;Rio Grande do Sul;Brazil
Eldorado do Sul;BR;23;Rio Grande do Sul;Brazil
Itapoá;BR;26;Santa Catarina;Brazil
Capão do Cipó;BR;23;Rio Grande do Sul;Brazil
União da Serra;BR;23;Rio Grande do Sul;Brazil
Lagoa Santa;BR;29;Goiás;Brazil
Santa Margarida do Sul;BR;23;Rio Grande do Sul;Brazil
Bodoquena;BR;11;Mato Grosso do Sul;Brazil
Alto Paraíso;BR;18;Paraná;Brazil
Rosário do Ivaí;BR;18;Paraná;Brazil
Alvorada do Gurguéia;BR;20;Piauí;Brazil
Coronel José Dias;BR;20;Piauí;Brazil
Reserva do Cabaçal;BR;14;Mato Grosso;Brazil
Glória d'Oeste;BR;14;Mato Grosso;Brazil
Conquista d'Oeste;BR;14;Mato Grosso;Brazil
West End;BS;54;West Grand Bahama;Bahamas
Spanish Wells;BS;53;Spanish Wells;Bahamas
San Andros;BS;47;North Andros;Bahamas
Port Nelson;BS;49;Rum Cay;Bahamas
Nassau;BS;23;New Providence;Bahamas
Matthew Town;BS;13;Inagua;Bahamas
Masons Bay;BS;24;Acklins;Bahamas
Marsh Harbour;BS;37;Central Abaco;Bahamas
Lucaya;BS;25;Freeport;Bahamas
Killarney;BS;23;New Providence;Bahamas
High Rock;BS;41;East Grand Bahama;Bahamas
Hard Bargain;BS;45;Moore’s Island;Bahamas
Governor’s Harbour;BS;39;Central Eleuthera;Bahamas
George Town;BS;10;Exuma;Bahamas
Freeport;BS;25;Freeport;Bahamas
Dunmore Town;BS;22;Harbour Island;Bahamas
Duncan Town;BS;18;Ragged Island;Bahamas
Cooper’s Town;BS;46;North Abaco;Bahamas
Colonel Hill;BS;40;Crooked Island and Long Cay;Bahamas
Cockburn Town;BS;35;San Salvador;Bahamas
Clarence Town;BS;15;Long Island;Bahamas
Black Point;BS;36;Black Point;Bahamas
Arthur’s Town;BS;06;Cat Island;Bahamas
Andros Town;BS;47;North Andros;Bahamas
Alice Town;BS;05;Bimini;Bahamas
Abraham’s Bay;BS;16;Mayaguana;Bahamas
Wangdue Phodrang;BT;22;Wangdi Phodrang;Bhutan
Trongsa;BT;21;Tongsa;Bhutan
Thimphu;BT;20;Thimphu District;Bhutan
Trashi Yangtse;BT;24;Trashi Yangste;Bhutan
Trashigang;BT;19;Trashigang District;Bhutan
Daga;BT;08;Dagana;Bhutan
Shemgang;BT;18;Zhemgang District;Bhutan
Sarpang;BT;09;Sarpang District;Bhutan
Punākha;BT;15;Punakha;Bhutan
Phuntsholing;BT;06;Chukha;Bhutan
Paro;BT;13;Paro;Bhutan
Pajo;BT;15;Punakha;Bhutan
Mongar;BT;12;Mongar;Bhutan
Lhuentse;BT;11;Lhuntse;Bhutan
Geylegphug;BT;09;Sarpang District;Bhutan
Ha;BT;10;Haa;Bhutan
Gasa;BT;23;Gasa;Bhutan
Daphu;BT;06;Chukha;Bhutan
Tsirang;BT;07;Tsirang District;Bhutan
Tsimasham;BT;06;Chukha;Bhutan
Jakar;BT;05;Bumthang District;Bhutan
Panbang;BT;18;Zhemgang District;Bhutan
Samtse;BT;16;Samtse District;Bhutan
Pemagatshel;BT;14;Pemagatshel;Bhutan
Samdrup Jongkhar;BT;17;Samdrup Jongkhar;Bhutan
Laya;BT;23;Gasa;Bhutan
Lungtenzampa;BT;20;Thimphu District;Bhutan
Werda;BW;04;Kgalagadi;Botswana
Tshabong;BW;04;Kgalagadi;Botswana
Tsau;BW;11;North-West;Botswana
Tonota;BW;01;Central;Botswana
Tlokweng;BW;09;South-East;Botswana
Thamaga;BW;06;Kweneng;Botswana
Tamasane;BW;01;Central;Botswana
Sua;BW;01;Central;Botswana
Shoshong;BW;01;Central;Botswana
Shakawe;BW;11;North-West;Botswana
Serowe;BW;01;Central;Botswana
Selebi-Phikwe;BW;17;Selibe Phikwe;Botswana
Sehithwa;BW;11;North-West;Botswana
Sefophe;BW;01;Central;Botswana
Sebina;BW;08;North-East;Botswana
Ratholo;BW;01;Central;Botswana
Ramotswa;BW;09;South-East;Botswana
Ramokgonami;BW;01;Central;Botswana
Pilikwe;BW;01;Central;Botswana
Pilane;BW;05;Kgatleng;Botswana
Pandamatenga;BW;11;North-West;Botswana
Palapye;BW;01;Central;Botswana
Otse;BW;09;South-East;Botswana
Orapa;BW;01;Central;Botswana
Nokaneng;BW;11;North-West;Botswana
Nata;BW;01;Central;Botswana
Mosopa;BW;10;Ngwaketsi;Botswana
Mosetse;BW;01;Central;Botswana
Mopipi;BW;01;Central;Botswana
Mookane;BW;01;Central;Botswana
Maunatlala;BW;01;Central;Botswana
Molepolole;BW;06;Kweneng;Botswana
Makobeng;BW;01;Central;Botswana
Mogapinyana;BW;01;Central;Botswana
Moijabana;BW;01;Central;Botswana
Mogoditshane;BW;06;Kweneng;Botswana
Mogapi;BW;01;Central;Botswana
Mochudi;BW;05;Kgatleng;Botswana
Mmathubudukwane;BW;05;Kgatleng;Botswana
Maun;BW;11;North-West;Botswana
Mathakola;BW;01;Central;Botswana
Mathathane;BW;01;Central;Botswana
Mathambgwane;BW;01;Central;Botswana
Masunga;BW;08;North-East;Botswana
Manyana;BW;10;Ngwaketsi;Botswana
Makwata;BW;01;Central;Botswana
Makoba;BW;00;;Botswana
Makaleng;BW;08;North-East;Botswana
Mahalapye;BW;01;Central;Botswana
Magothla;BW;00;;Botswana
Machaneng;BW;01;Central;Botswana
Mabuli;BW;00;;Botswana
Maapi;BW;01;Central;Botswana
Lotlhakane;BW;10;Ngwaketsi;Botswana
Lokwabe;BW;00;;Botswana
Lobatse;BW;16;Lobatse;Botswana
Letlhakeng;BW;06;Kweneng;Botswana
Letlhakane;BW;01;Central;Botswana
Lenchwe Le Tau;BW;06;Kweneng;Botswana
Lehututu;BW;04;Kgalagadi;Botswana
Letsheng;BW;01;Central;Botswana
Kurametsi;BW;00;;Botswana
Kopong;BW;09;South-East;Botswana
Khudumelapye;BW;06;Kweneng;Botswana
Khakhea;BW;10;Ngwaketsi;Botswana
Kasane;BW;12;Chobe;Botswana
Kanye;BW;10;Ngwaketsi;Botswana
Kang;BW;04;Kgalagadi;Botswana
Kalamare;BW;01;Central;Botswana
Janeng;BW;09;South-East;Botswana
Hukuntsi;BW;04;Kgalagadi;Botswana
Gweta;BW;01;Central;Botswana
Gobojango;BW;01;Central;Botswana
Ghanzi;BW;03;Ghanzi;Botswana
Gaborone;BW;14;Gaborone;Botswana
Gabane;BW;06;Kweneng;Botswana
Francistown;BW;13;City of Francistown;Botswana
Dutlwe;BW;06;Kweneng;Botswana
Dukwe;BW;08;North-East;Botswana
Dekar;BW;03;Ghanzi;Botswana
Botlhapatlou;BW;06;Kweneng;Botswana
Bokaa;BW;05;Kgatleng;Botswana
Bobonong;BW;01;Central;Botswana
Gaphatshwe;BW;06;Kweneng;Botswana
Metsemotlhaba;BW;06;Kweneng;Botswana
Mmopone;BW;06;Kweneng;Botswana
Nkoyaphiri;BW;06;Kweneng;Botswana
Maitengwe;BW;08;North-East;Botswana
Tutume;BW;01;Central;Botswana
Mmathete;BW;10;Ngwaketsi;Botswana
Good Hope;BW;10;Ngwaketsi;Botswana
Kumakwane;BW;06;Kweneng;Botswana
Mmankgodi;BW;06;Kweneng;Botswana
Chadibe;BW;01;Central;Botswana
Shashe Mooke;BW;01;Central;Botswana
Tsetsebjwe;BW;01;Central;Botswana
Sefhare;BW;01;Central;Botswana
Lentsweletau;BW;06;Kweneng;Botswana
Jwaneng;BW;15;Jwaneng;Botswana
Charles Hill;BW;03;Ghanzi;Botswana
Tati Siding;BW;08;North-East;Botswana
Oodi;BW;09;South-East;Botswana
Gumare;BW;11;North-West;Botswana
Sese;BW;10;Ngwaketsi;Botswana
Borolong;BW;01;Central;Botswana
Rasesa;BW;05;Kgatleng;Botswana
Mathangwane;BW;01;Central;Botswana
Morwa;BW;05;Kgatleng;Botswana
Lerala;BW;01;Central;Botswana
Sowa;BW;18;Sowa Town;Botswana
Mmadinare;BW;01;Central;Botswana
Ramotswa Station/Taung;BW;09;South-East;Botswana
Kgomokasitwa;BW;10;Ngwaketsi;Botswana
Lorolwana;BW;10;Ngwaketsi;Botswana
Pitseng;BW;10;Ngwaketsi;Botswana
Indura;BY;03;Grodnenskaya;Belarus
Skidel’;BY;03;Grodnenskaya;Belarus
Znamenka;BY;01;Brest;Belarus
Horad Zhodzina;BY;05;Minsk;Belarus
Zhlobin;BY;02;Gomel Oblast;Belarus
Žytkavičy;BY;02;Gomel Oblast;Belarus
Zhirovichi;BY;03;Grodnenskaya;Belarus
Zhaludok;BY;03;Grodnenskaya;Belarus
Zhdanovichy;BY;05;Minsk;Belarus
Zhabinka;BY;01;Brest;Belarus
Zel’va;BY;03;Grodnenskaya;Belarus
Zaslawye;BY;05;Minsk;Belarus
Zamostochye;BY;05;Minsk;Belarus
Yel’sk;BY;02;Gomel Oblast;Belarus
Yalizava;BY;06;Mogilev;Belarus
Vysokaye;BY;01;Brest;Belarus
Voronovo;BY;03;Grodnenskaya;Belarus
Vitebsk;BY;07;Vitebsk;Belarus
Vishow;BY;06;Mogilev;Belarus
Vishnyeva;BY;03;Grodnenskaya;Belarus
Vileyka;BY;05;Minsk;Belarus
Vidzy;BY;07;Vitebsk;Belarus
Veyno;BY;06;Mogilev;Belarus
Vyetka;BY;02;Gomel Oblast;Belarus
Verkhnedvinsk;BY;07;Vitebsk;Belarus
Volkovysk;BY;03;Grodnenskaya;Belarus
Vasilyevichy;BY;02;Gomel Oblast;Belarus
Volozhin;BY;05;Minsk;Belarus
Uzda;BY;05;Minsk;Belarus
Ushachi;BY;07;Vitebsk;Belarus
Urechcha;BY;05;Minsk;Belarus
Turaŭ;BY;02;Gomel Oblast;Belarus
Tolochin;BY;07;Vitebsk;Belarus
Tsimkavichy;BY;05;Minsk;Belarus
Tsyelyakhany;BY;01;Brest;Belarus
Svislach;BY;03;Grodnenskaya;Belarus
Svir;BY;05;Minsk;Belarus
Svetlogorsk;BY;02;Gomel Oblast;Belarus
Stowbtsy;BY;05;Minsk;Belarus
Stolin;BY;01;Brest;Belarus
Staryye Dorogi;BY;05;Minsk;Belarus
Starobin;BY;05;Minsk;Belarus
Stan’kava;BY;05;Minsk;Belarus
Sasnovy Bor;BY;02;Gomel Oblast;Belarus
Soly;BY;03;Grodnenskaya;Belarus
Snow;BY;05;Minsk;Belarus
Smarhoń;BY;03;Grodnenskaya;Belarus
Smaliavičy;BY;05;Minsk;Belarus
Smilavičy;BY;05;Minsk;Belarus
Slutsk;BY;05;Minsk;Belarus
Slonim;BY;03;Grodnenskaya;Belarus
Slabada;BY;05;Minsk;Belarus
Slawharad;BY;06;Mogilev;Belarus
Shumilino;BY;07;Vitebsk;Belarus
Shklov;BY;06;Mogilev;Belarus
Shchuchyn;BY;03;Grodnenskaya;Belarus
Sharkovshchina;BY;07;Vitebsk;Belarus
Senno;BY;07;Vitebsk;Belarus
Syenitsa;BY;05;Minsk;Belarus
Syomkava;BY;05;Minsk;Belarus
Sarachy;BY;05;Minsk;Belarus
Samakhvalavichy;BY;05;Minsk;Belarus
Soligorsk;BY;05;Minsk;Belarus
Ruzhany;BY;01;Brest;Belarus
Rudzyensk;BY;05;Minsk;Belarus
Rossony;BY;07;Vitebsk;Belarus
Ross’;BY;03;Grodnenskaya;Belarus
Rahachow;BY;02;Gomel Oblast;Belarus
Rechytsa;BY;02;Gomel Oblast;Belarus
Rakaw;BY;05;Minsk;Belarus
Radaškovičy;BY;05;Minsk;Belarus
Puchavičy;BY;05;Minsk;Belarus
Pruzhany;BY;01;Brest;Belarus
Prawdzinski;BY;05;Minsk;Belarus
Polotsk;BY;07;Vitebsk;Belarus
Plyeshchanitsy;BY;05;Minsk;Belarus
Pinsk;BY;01;Brest;Belarus
Pyatryshki;BY;05;Minsk;Belarus
Petrikov;BY;02;Gomel Oblast;Belarus
Pastavy;BY;07;Vitebsk;Belarus
Parychy;BY;02;Gomel Oblast;Belarus
Azyartso;BY;05;Minsk;Belarus
Asvieja;BY;07;Vitebsk;Belarus
Ostryna;BY;03;Grodnenskaya;Belarus
Astraviec;BY;03;Grodnenskaya;Belarus
Astrashytski Haradok;BY;05;Minsk;Belarus
Asnyezhytsy;BY;01;Brest;Belarus
Osipovichi;BY;06;Mogilev;Belarus
Orsha;BY;07;Vitebsk;Belarus
Aktsyabrski;BY;02;Gomel Oblast;Belarus
Novy Svyerzhan’;BY;05;Minsk;Belarus
Kadino;BY;06;Mogilev;Belarus
Novosel’ye;BY;05;Minsk;Belarus
Novolukoml’;BY;07;Vitebsk;Belarus
Novaya Huta;BY;02;Gomel Oblast;Belarus
Nasilava;BY;05;Minsk;Belarus
Nesvizh;BY;05;Minsk;Belarus
Nyakhachava;BY;01;Brest;Belarus
Novopolotsk;BY;07;Vitebsk;Belarus
Novogrudok;BY;03;Grodnenskaya;Belarus
Narovlya;BY;02;Gomel Oblast;Belarus
Narach;BY;05;Minsk;Belarus
Narach;BY;05;Minsk;Belarus
Myshkavichy;BY;06;Mogilev;Belarus
Myadzyel;BY;05;Minsk;Belarus
Mscislau;BY;06;Mogilev;Belarus
Motal’;BY;01;Brest;Belarus
Mosar;BY;07;Vitebsk;Belarus
Mir;BY;03;Grodnenskaya;Belarus
Miory;BY;07;Vitebsk;Belarus
Minsk;BY;04;Minsk City;Belarus
Mikashevichy;BY;01;Brest;Belarus
Myazhysyatki;BY;06;Mogilev;Belarus
Mazyr;BY;02;Gomel Oblast;Belarus
Mosty;BY;03;Grodnenskaya;Belarus
Mar’ina Gorka;BY;05;Minsk;Belarus
Malorita;BY;01;Brest;Belarus
Maladziečna;BY;05;Minsk;Belarus
Mahilyow;BY;06;Mogilev;Belarus
Machulishchy;BY;05;Minsk;Belarus
Lyuban’;BY;05;Minsk;Belarus
Lyntupy;BY;07;Vitebsk;Belarus
Lyepyel’;BY;07;Vitebsk;Belarus
Lyakhovichi;BY;01;Brest;Belarus
Luninyets;BY;01;Brest;Belarus
Luhavaya Slabada;BY;05;Minsk;Belarus
Loyev;BY;02;Gomel Oblast;Belarus
Loshnitsa;BY;05;Minsk;Belarus
Logoysk;BY;05;Minsk;Belarus
Liozno;BY;07;Vitebsk;Belarus
Lida;BY;03;Grodnenskaya;Belarus
Lel’chitsy;BY;02;Gomel Oblast;Belarus
Lahishyn;BY;01;Brest;Belarus
Krychaw;BY;06;Mogilev;Belarus
Krupki;BY;05;Minsk;Belarus
Krugloye;BY;06;Mogilev;Belarus
Kryvichy;BY;05;Minsk;Belarus
Kreva;BY;03;Grodnenskaya;Belarus
Krasnyy Bereg;BY;06;Mogilev;Belarus
Krasnaye;BY;05;Minsk;Belarus
Krasnosel’skiy;BY;03;Grodnenskaya;Belarus
Krasnapollye;BY;06;Mogilev;Belarus
Chyrvonaya Slabada;BY;05;Minsk;Belarus
Kazhan-Haradok;BY;01;Brest;Belarus
Kastsyukowka;BY;02;Gomel Oblast;Belarus
Kostyukovichi;BY;06;Mogilev;Belarus
Kosava;BY;01;Brest;Belarus
Korolëv Stan;BY;05;Minsk;Belarus
Korma;BY;02;Gomel Oblast;Belarus
Karanyowka;BY;02;Gomel Oblast;Belarus
Korelichi;BY;03;Grodnenskaya;Belarus
Kopyl’;BY;05;Minsk;Belarus
Konstantinovo;BY;07;Vitebsk;Belarus
Kalodzishchy;BY;05;Minsk;Belarus
Kokhanovo;BY;07;Vitebsk;Belarus
Kobryn;BY;01;Brest;Belarus
Klimovichi;BY;06;Mogilev;Belarus
Kličaŭ;BY;06;Mogilev;Belarus
Kletsk;BY;05;Minsk;Belarus
Kirovsk;BY;06;Mogilev;Belarus
Khoyniki;BY;02;Gomel Oblast;Belarus
Khotimsk;BY;06;Mogilev;Belarus
Kholopenichi;BY;05;Minsk;Belarus
Khodosy;BY;06;Mogilev;Belarus
Khal’ch;BY;02;Gomel Oblast;Belarus
Kamyanyuki;BY;01;Brest;Belarus
Kamyennyya Lavy;BY;06;Mogilev;Belarus
Kamenets;BY;01;Brest;Belarus
Kalinkovichi;BY;02;Gomel Oblast;Belarus
Iwye;BY;03;Grodnenskaya;Belarus
Ivyanyets;BY;05;Minsk;Belarus
Ivatsevichi;BY;01;Brest;Belarus
Ivanovo;BY;01;Brest;Belarus
Iĺja;BY;05;Minsk;Belarus
Hrodna;BY;03;Grodnenskaya;Belarus
Horki;BY;06;Mogilev;Belarus
Homyel';BY;02;Gomel Oblast;Belarus
Hlybokaye;BY;07;Vitebsk;Belarus
Hantsavichy;BY;01;Brest;Belarus
Hotsk;BY;05;Minsk;Belarus
Gorodok;BY;07;Vitebsk;Belarus
Haradzishcha;BY;01;Brest;Belarus
Haradzyeya;BY;05;Minsk;Belarus
Hal’shany;BY;03;Grodnenskaya;Belarus
Glusk;BY;06;Mogilev;Belarus
Hlusha;BY;06;Mogilev;Belarus
Hyeranyony;BY;03;Grodnenskaya;Belarus
Hatava;BY;05;Minsk;Belarus
Dzyarzhynsk;BY;05;Minsk;Belarus
Dyatlovo;BY;03;Grodnenskaya;Belarus
Dukora;BY;05;Minsk;Belarus
Dubrowna;BY;07;Vitebsk;Belarus
Drybin;BY;06;Mogilev;Belarus
Druja;BY;07;Vitebsk;Belarus
Drogichin;BY;01;Brest;Belarus
Dowsk;BY;02;Gomel Oblast;Belarus
Damachava;BY;01;Brest;Belarus
Dokshytsy;BY;07;Vitebsk;Belarus
Dobrush;BY;02;Gomel Oblast;Belarus
Dzisna;BY;07;Vitebsk;Belarus
Davyd-Haradok;BY;01;Brest;Belarus
Dashkawka;BY;06;Mogilev;Belarus
Červień;BY;05;Minsk;Belarus
Charnawchytsy;BY;01;Brest;Belarus
Cherikov;BY;06;Mogilev;Belarus
Chachersk;BY;02;Gomel Oblast;Belarus
Chausy;BY;06;Mogilev;Belarus
Chashniki;BY;07;Vitebsk;Belarus
Bykhov;BY;06;Mogilev;Belarus
Byaroza;BY;01;Brest;Belarus
Buynichy;BY;06;Mogilev;Belarus
Buda-Kashalyova;BY;02;Gomel Oblast;Belarus
Brest;BY;01;Brest;Belarus
Braslav;BY;07;Vitebsk;Belarus
Bragin;BY;02;Gomel Oblast;Belarus
Turets-Bayary;BY;05;Minsk;Belarus
Baruny;BY;03;Grodnenskaya;Belarus
Vyaliki Trastsyanets;BY;05;Minsk;Belarus
Vyalikaya Byerastavitsa;BY;03;Grodnenskaya;Belarus
Bobr;BY;05;Minsk;Belarus
Blon’;BY;05;Minsk;Belarus
Beshenkovichi;BY;07;Vitebsk;Belarus
Byarozawka;BY;03;Grodnenskaya;Belarus
Bierazino;BY;05;Minsk;Belarus
Belynichi;BY;06;Mogilev;Belarus
Byelaazyorsk;BY;01;Brest;Belarus
Byahoml’;BY;07;Vitebsk;Belarus
Barysaw;BY;05;Minsk;Belarus
Baranovichi;BY;01;Brest;Belarus
Baran’;BY;07;Vitebsk;Belarus
Bobruysk;BY;06;Mogilev;Belarus
Oshmyany;BY;03;Grodnenskaya;Belarus
Antopal’;BY;01;Brest;Belarus
Bolbasovo;BY;07;Vitebsk;Belarus
Ramanavichy;BY;06;Mogilev;Belarus
Palykavichy Pyershyya;BY;06;Mogilev;Belarus
Horad Kobryn;BY;01;Brest;Belarus
Horad Luninyets;BY;01;Brest;Belarus
Horad Pinsk;BY;01;Brest;Belarus
Horad Orsha;BY;07;Vitebsk;Belarus
Horad Rechytsa;BY;02;Gomel Oblast;Belarus
Horad Krychaw;BY;06;Mogilev;Belarus
Fanipol;BY;05;Minsk;Belarus
Khatsyezhyna;BY;05;Minsk;Belarus
Schomyslitsa;BY;05;Minsk;Belarus
Yubilyeyny;BY;05;Minsk;Belarus
Atolina;BY;05;Minsk;Belarus
Pryvol’ny;BY;05;Minsk;Belarus
Enyerhyetykaw;BY;05;Minsk;Belarus
Svislach;BY;05;Minsk;Belarus
Druzhny;BY;05;Minsk;Belarus
Peramoga;BY;02;Gomel Oblast;Belarus
Borovlyany;BY;05;Minsk;Belarus
Chyst’;BY;05;Minsk;Belarus
Lyeskawka;BY;05;Minsk;Belarus
Lyasny;BY;05;Minsk;Belarus
Bal’shavik;BY;05;Minsk;Belarus
Usiazh;BY;05;Minsk;Belarus
Октябрьский;BY;05;Minsk;Belarus
Michanovichi;BY;05;Minsk;Belarus
Posëlok Voskhod;BY;06;Mogilev;Belarus
Rahozna;BY;01;Brest;Belarus
Yo Creek;BZ;04;Orange Walk District;Belize
Xaibe;BZ;03;Corozal District;Belize
Unitedville;BZ;02;Cayo District;Belize
Trial Farm;BZ;04;Orange Walk District;Belize
Teakettle Village;BZ;02;Cayo District;Belize
Spanish Lookout;BZ;02;Cayo District;Belize
Silk Grass;BZ;05;Southern District;Belize
Shipyard;BZ;04;Orange Walk District;Belize
Seine Bight Village;BZ;05;Southern District;Belize
Sarteneja;BZ;03;Corozal District;Belize
San Victor;BZ;03;Corozal District;Belize
Santa Familia;BZ;02;Cayo District;Belize
Santa Elena;BZ;02;Cayo District;Belize
San Pedro;BZ;01;Belize District;Belize
San Pedro;BZ;06;Toledo District;Belize
San Pablo;BZ;04;Orange Walk District;Belize
San Narciso;BZ;03;Corozal District;Belize
San Lazaro;BZ;04;Orange Walk District;Belize
San Jose Soccoths;BZ;02;Cayo District;Belize
San Jose Palmar;BZ;04;Orange Walk District;Belize
San Jose;BZ;04;Orange Walk District;Belize
San Joaquin;BZ;03;Corozal District;Belize
San Ignacio;BZ;02;Cayo District;Belize
San Felipe;BZ;04;Orange Walk District;Belize
San Estevan;BZ;04;Orange Walk District;Belize
Sand Hill;BZ;01;Belize District;Belize
San Antonio;BZ;02;Cayo District;Belize
San Antonio;BZ;06;Toledo District;Belize
San Andres;BZ;03;Corozal District;Belize
Roaring Creek;BZ;02;Cayo District;Belize
Red Bank Village;BZ;05;Southern District;Belize
Ranchito;BZ;03;Corozal District;Belize
Punta Gorda;BZ;06;Toledo District;Belize
Progresso;BZ;03;Corozal District;Belize
Pomona;BZ;05;Southern District;Belize
Placencia;BZ;05;Southern District;Belize
Patchchacan;BZ;03;Corozal District;Belize
Paraiso;BZ;03;Corozal District;Belize
Orange Walk;BZ;04;Orange Walk District;Belize
Maskall;BZ;01;Belize District;Belize
Lord’s Bank;BZ;01;Belize District;Belize
Little Belize;BZ;03;Corozal District;Belize
Libertad;BZ;03;Corozal District;Belize
Ladyville;BZ;01;Belize District;Belize
Independence and Mango Creek;BZ;05;Southern District;Belize
Hopkins;BZ;05;Southern District;Belize
Hattieville;BZ;01;Belize District;Belize
Guinea Grass;BZ;04;Orange Walk District;Belize
Esperanza;BZ;02;Cayo District;Belize
Dangriga;BZ;05;Southern District;Belize
Cristo Rey;BZ;02;Cayo District;Belize
Cowpen;BZ;05;Southern District;Belize
Cotton Tree;BZ;02;Cayo District;Belize
Corozal;BZ;03;Corozal District;Belize
Concepcion;BZ;03;Corozal District;Belize
Chunox;BZ;03;Corozal District;Belize
Caye Caulker;BZ;01;Belize District;Belize
Carmelita;BZ;04;Orange Walk District;Belize
Camelote;BZ;02;Cayo District;Belize
Caledonia;BZ;03;Corozal District;Belize
Burrell Boom;BZ;01;Belize District;Belize
Bullet Tree Falls;BZ;02;Cayo District;Belize
Benque Viejo el Carmen;BZ;02;Cayo District;Belize
Belmopan;BZ;02;Cayo District;Belize
Belize City;BZ;01;Belize District;Belize
August Pine Ridge;BZ;04;Orange Walk District;Belize
Valley of Peace;BZ;02;Cayo District;Belize
Santa Rosa Village;BZ;05;Southern District;Belize
San Roman Village;BZ;05;Southern District;Belize
Trio Village;BZ;06;Toledo District;Belize
San Juan;BZ;05;Southern District;Belize
St. Margaret;BZ;02;Cayo District;Belize
Armenia;BZ;02;Cayo District;Belize
Neuland;BZ;03;Corozal District;Belize
Indian Creek;BZ;04;Orange Walk District;Belize
Western Paradise;BZ;01;Belize District;Belize
Billy White;BZ;02;Cayo District;Belize
St. Matthew's;BZ;02;Cayo District;Belize
Hope Creek;BZ;05;Southern District;Belize
Santa Cruz;BZ;05;Southern District;Belize
Bella Vista;BZ;06;Toledo District;Belize
100 Mile House;CA;02;British Columbia;Canada
