cidade;pais_code;estado_code;estado
Eldorado;BR;11;Mato Grosso do Sul
Edéia;BR;29;Goiás
Ecoporanga;BR;08;Espírito Santo
Duque de Caxias;BR;21;Rio de Janeiro
Duartina;BR;27;São Paulo
Augusto Pestana;BR;23;Rio Grande do Sul
Dourados;BR;11;Mato Grosso do Sul
Dores do Indaiá;BR;15;Minas Gerais
Dom Pedrito;BR;23;Rio Grande do Sul
Domingos Martins;BR;08;Espírito Santo
Dois Vizinhos;BR;18;Paraná
Dois Córregos;BR;27;São Paulo
Divisa Alegre;BR;15;Minas Gerais
Divinópolis;BR;15;Minas Gerais
Divinolândia de Minas;BR;15;Minas Gerais
Divinésia;BR;15;Minas Gerais
Divino das Laranjeiras;BR;15;Minas Gerais
Diamantino;BR;14;Mato Grosso
Diamantina;BR;15;Minas Gerais
Diamante do Sul;BR;18;Paraná
Diamante d'Oeste;BR;18;Paraná
Diadema;BR;27;São Paulo
Descalvado;BR;27;São Paulo
Curvelo;BR;15;Minas Gerais
Pirambu;BR;28;Sergipe
Curitibanos;BR;26;Santa Catarina
Curitiba;BR;18;Paraná
Cunha;BR;27;São Paulo
Cuiabá;BR;14;Mato Grosso
Cubatão;BR;27;São Paulo
Cruzília;BR;15;Minas Gerais
Cruzeiro do Oeste;BR;18;Paraná
Cruzeiro;BR;27;São Paulo
Cruz das Almas;BR;05;Bahia
Cruz Alta;BR;23;Rio Grande do Sul
Crixás;BR;29;Goiás
Cristinápolis;BR;28;Sergipe
Cristalina;BR;29;Goiás
Criciúma;BR;26;Santa Catarina
Cravinhos;BR;27;São Paulo
Coxim;BR;11;Mato Grosso do Sul
Couto de Magalhães de Minas;BR;15;Minas Gerais
Cotia;BR;27;São Paulo
Costa Rica;BR;11;Mato Grosso do Sul
Cosmópolis;BR;27;São Paulo
Candói;BR;18;Paraná
Colinas;BR;23;Rio Grande do Sul
Coruripe;BR;02;Alagoas
Corupá;BR;26;Santa Catarina
Corumbá;BR;11;Mato Grosso do Sul
Correntina;BR;05;Bahia
Correia Pinto;BR;26;Santa Catarina
Coronel Vivida;BR;18;Paraná
Passos Maia;BR;26;Santa Catarina
Coronel Fabriciano;BR;15;Minas Gerais
Coromandel;BR;15;Minas Gerais
Coronel Xavier Chaves;BR;15;Minas Gerais
Cornélio Procópio;BR;18;Paraná
Corinto;BR;15;Minas Gerais
Cordeirópolis;BR;27;São Paulo
Cordeiro;BR;21;Rio de Janeiro
Corbélia;BR;18;Paraná
Coração de Maria;BR;05;Bahia
Coração de Jesus;BR;15;Minas Gerais
Coqueiros do Sul;BR;23;Rio Grande do Sul
Contagem;BR;15;Minas Gerais
Conselheiro Pena;BR;15;Minas Gerais
Conselheiro Lafaiete;BR;15;Minas Gerais
Congonhas;BR;15;Minas Gerais
Conde;BR;05;Bahia
Concórdia;BR;26;Santa Catarina
Conchas;BR;27;São Paulo
Conchal;BR;27;São Paulo
Conceição do Rio Verde;BR;15;Minas Gerais
Conceição do Mato Dentro;BR;15;Minas Gerais
Conceição do Coité;BR;05;Bahia
Conceição do Castelo;BR;08;Espírito Santo
Conceição do Almeida;BR;05;Bahia
Conceição do Jacuípe;BR;05;Bahia
Conceição das Alagoas;BR;15;Minas Gerais
Conceição da Feira;BR;05;Bahia
Conceição da Barra;BR;08;Espírito Santo
Colorado;BR;18;Paraná
Colombo;BR;18;Paraná
Colinas do Sul;BR;29;Goiás
Colatina;BR;08;Espírito Santo
Victor Graeff;BR;23;Rio Grande do Sul
Cocal do Sul;BR;26;Santa Catarina
Coaraci;BR;05;Bahia
Clevelândia;BR;18;Paraná
Cláudio;BR;15;Minas Gerais
Cipó;BR;05;Bahia
Cidreira;BR;23;Rio Grande do Sul
Cícero Dantas;BR;05;Bahia
Cianorte;BR;18;Paraná
Chuí;BR;23;Rio Grande do Sul
Chopinzinho;BR;18;Paraná
Nova Xavantina;BR;14;Mato Grosso
Charqueadas;BR;23;Rio Grande do Sul
Charqueada;BR;27;São Paulo
Chapecó;BR;26;Santa Catarina
Chapada dos Guimarães;BR;14;Mato Grosso
Chapada do Norte;BR;15;Minas Gerais
Chapada da Natividade;BR;31;Tocantins
Jussara;BR;05;Bahia
Cerro Largo;BR;23;Rio Grande do Sul
Cerro Grande do Sul;BR;23;Rio Grande do Sul
Cerquilho;BR;27;São Paulo
Cerqueira César;BR;27;São Paulo
Ceres;BR;29;Goiás
Centralina;BR;15;Minas Gerais
Centenário do Sul;BR;18;Paraná
Celso Ramos;BR;26;Santa Catarina
Caxias do Sul;BR;23;Rio Grande do Sul
Caxambu do Sul;BR;26;Santa Catarina
Caxambu;BR;15;Minas Gerais
Cavalcante;BR;29;Goiás
Catu;BR;05;Bahia
Cristalândia do Piauí;BR;20;Piauí
São Sebastião da Vargem Alegre;BR;15;Minas Gerais
Catanduva;BR;27;São Paulo
Catalão;BR;29;Goiás
Cataguases;BR;15;Minas Gerais
Castro Alves;BR;05;Bahia
Castro;BR;18;Paraná
Castilho;BR;27;São Paulo
Nova Castilho;BR;27;São Paulo
Castelo;BR;08;Espírito Santo
Conceição da Barra de Minas;BR;15;Minas Gerais
Cassilândia;BR;11;Mato Grosso do Sul
Cássia;BR;15;Minas Gerais
Casimiro de Abreu;BR;21;Rio de Janeiro
Cascavel;BR;18;Paraná
Serra Azul de Minas;BR;15;Minas Gerais
Casa Branca;BR;27;São Paulo
Carmo do Rio Verde;BR;29;Goiás
Carmo do Rio Claro;BR;15;Minas Gerais
Carmo do Paranaíba;BR;15;Minas Gerais
Carmo do Cajuru;BR;15;Minas Gerais
Carmo;BR;21;Rio de Janeiro
Carlos Chagas;BR;15;Minas Gerais
Carlos Barbosa;BR;23;Rio Grande do Sul
Carira;BR;28;Sergipe
Carinhanha;BR;05;Bahia
Cardoso;BR;27;São Paulo
Carazinho;BR;23;Rio Grande do Sul
Caratinga;BR;15;Minas Gerais
Caarapó;BR;11;Mato Grosso do Sul
Carapicuíba;BR;27;São Paulo
Carangola;BR;15;Minas Gerais
Carandaí;BR;15;Minas Gerais
Carambeí;BR;18;Paraná
Caraí;BR;15;Minas Gerais
Caraguatatuba;BR;27;São Paulo
Capivari;BR;27;São Paulo
Capitólio;BR;15;Minas Gerais
Capinzal;BR;26;Santa Catarina
Capinópolis;BR;15;Minas Gerais
Capim Grosso;BR;05;Bahia
Capelinha;BR;15;Minas Gerais
Capela do Alto;BR;27;São Paulo
Capela;BR;28;Sergipe
Alto Caparaó;BR;15;Minas Gerais
Santa Fé de Minas;BR;15;Minas Gerais
Capão da Canoa;BR;23;Rio Grande do Sul
Capâo Bonito;BR;27;São Paulo
Cantagalo;BR;21;Rio de Janeiro
Canoinhas;BR;26;Santa Catarina
Canoas;BR;23;Rio Grande do Sul
Canguçu;BR;23;Rio Grande do Sul
Canela;BR;23;Rio Grande do Sul
Cândido Mota;BR;27;São Paulo
Cândido de Abreu;BR;18;Paraná
Candelária;BR;23;Rio Grande do Sul
Nova Candelária;BR;23;Rio Grande do Sul
Canavieiras;BR;05;Bahia
Canas;BR;27;São Paulo
Canarana;BR;05;Bahia
Cananéia;BR;27;São Paulo
João Dourado;BR;05;Bahia
Carvalhópolis;BR;15;Minas Gerais
Campo Verde;BR;11;Mato Grosso do Sul
Campos Novos Paulista;BR;27;São Paulo
Campos Novos;BR;26;Santa Catarina
Campos Gerais;BR;15;Minas Gerais
Campos do Jordão;BR;27;São Paulo
Campos Belos;BR;29;Goiás
Campos Altos;BR;15;Minas Gerais
Campos dos Goytacazes;BR;21;Rio de Janeiro
Quedas do Iguaçu;BR;18;Paraná
Campo Mourão;BR;18;Paraná
Campo Limpo;BR;27;São Paulo
Campo Limpo Paulista;BR;27;São Paulo
Campo Limpo de Goiás;BR;29;Goiás
Campo Largo;BR;18;Paraná
Campo Grande;BR;11;Mato Grosso do Sul
Campo Grande;BR;02;Alagoas
Campo Formoso;BR;05;Bahia
Campo do Brito;BR;28;Sergipe
Campo Belo;BR;15;Minas Gerais
Campina Verde;BR;15;Minas Gerais
Campinas;BR;27;São Paulo
Campina Grande do Sul;BR;18;Paraná
Nova Campina;BR;27;São Paulo
Campina das Missões;BR;23;Rio Grande do Sul
Campina do Simão;BR;18;Paraná
Campestre;BR;15;Minas Gerais
Campanha;BR;15;Minas Gerais
Cambuquira;BR;15;Minas Gerais
Cambuí;BR;15;Minas Gerais
Cambuci;BR;21;Rio de Janeiro
Camboriú;BR;26;Santa Catarina
Cambé;BR;18;Paraná
Cambará do Sul;BR;23;Rio Grande do Sul
Cambará;BR;18;Paraná
Camaquã;BR;23;Rio Grande do Sul
Camapuã;BR;11;Mato Grosso do Sul
Camanducaia;BR;15;Minas Gerais
Camamu;BR;05;Bahia
Camaçari;BR;05;Bahia
Caldas Novas;BR;29;Goiás
Cajuru;BR;27;São Paulo
Cajati;BR;27;São Paulo
Cajamar;BR;27;São Paulo
Caieiras;BR;27;São Paulo
Caiapônia;BR;29;Goiás
Cafelândia;BR;27;São Paulo
Capitão Andrade;BR;15;Minas Gerais
Cafarnaum;BR;05;Bahia
Caetité;BR;05;Bahia
Caeté;BR;15;Minas Gerais
Caculé;BR;05;Bahia
Caçu;BR;29;Goiás
Caconde;BR;27;São Paulo
Cachoeiro de Itapemirim;BR;08;Espírito Santo
Cachoeirinha;BR;23;Rio Grande do Sul
Cachoeiras de Macacu;BR;21;Rio de Janeiro
Cachoeira do Sul;BR;23;Rio Grande do Sul
Cachoeira da Prata;BR;15;Minas Gerais
Cachoeira;BR;05;Bahia
Cacequi;BR;23;Rio Grande do Sul
Caçapava do Sul;BR;23;Rio Grande do Sul
Caçapava;BR;27;São Paulo
Caçador;BR;26;Santa Catarina
Cabreúva;BR;27;São Paulo
Cabo Frio;BR;21;Rio de Janeiro
Governador Mangabeira;BR;05;Bahia
Butiá;BR;23;Rio Grande do Sul
Cristópolis;BR;05;Bahia
Buritizeiro;BR;15;Minas Gerais
Buritis;BR;15;Minas Gerais
Buriti Alegre;BR;29;Goiás
Buritama;BR;27;São Paulo
Buri;BR;27;São Paulo
Boquim;BR;28;Sergipe
Buerarema;BR;05;Bahia
Bueno Brandão;BR;15;Minas Gerais
Brusque;BR;26;Santa Catarina
Brumado;BR;05;Bahia
Brumadinho;BR;15;Minas Gerais
Brotas;BR;27;São Paulo
Brodósqui;BR;27;São Paulo
Brejolândia;BR;05;Bahia
Brasília de Minas;BR;15;Minas Gerais
Brasília;BR;07;Federal District
Brás;BR;27;São Paulo
Bragança Paulista;BR;27;São Paulo
Braço do Norte;BR;26;Santa Catarina
Botucatu;BR;27;São Paulo
Botelhos;BR;15;Minas Gerais
Borrazópolis;BR;18;Paraná
Holambra;BR;27;São Paulo
Borda da Mata;BR;15;Minas Gerais
Borborema;BR;27;São Paulo
Boracéia;BR;27;São Paulo
Boquira;BR;05;Bahia
Bonito;BR;11;Mato Grosso do Sul
Bonito de Minas;BR;15;Minas Gerais
Bom Sucesso do Sul;BR;18;Paraná
Bom Sucesso;BR;15;Minas Gerais
Bom Retiro;BR;27;São Paulo
Bom Jesus dos Perdões;BR;27;São Paulo
Bom Jesus do Itabapoana;BR;21;Rio de Janeiro
Bom Jesus do Galho;BR;15;Minas Gerais
Bom Jesus do Sul;BR;18;Paraná
Bom Jesus da Lapa;BR;05;Bahia
Bom Jesus de Goiás;BR;29;Goiás
Bom Despacho;BR;15;Minas Gerais
Boituva;BR;27;São Paulo
Bocaiúva;BR;15;Minas Gerais
Boa Ventura de São Roque;BR;18;Paraná
Boa Esperança do Sul;BR;27;São Paulo
Boa Esperança;BR;15;Minas Gerais
Boa Esperança;BR;08;Espírito Santo
Blumenau;BR;26;Santa Catarina
Biritiba Mirim;BR;27;São Paulo
Birigui;BR;27;São Paulo
Biguaçu;BR;26;Santa Catarina
Wenceslau Braz;BR;15;Minas Gerais
Bicas;BR;15;Minas Gerais
Betim;BR;15;Minas Gerais
Bertioga;BR;27;São Paulo
Bernardino de Campos;BR;27;São Paulo
Bento Gonçalves;BR;23;Rio Grande do Sul
Belo Oriente;BR;15;Minas Gerais
Belo Horizonte;BR;15;Minas Gerais
Belmonte;BR;05;Bahia
Belford Roxo;BR;21;Rio de Janeiro
Bela Vista do Paraíso;BR;18;Paraná
Bela Vista de Goiás;BR;29;Goiás
Bela Vista;BR;11;Mato Grosso do Sul
Bebedouro;BR;27;São Paulo
Bauru;BR;27;São Paulo
Batatais;BR;27;São Paulo
Bataiporã;BR;11;Mato Grosso do Sul
Bastos;BR;27;São Paulo
Barueri;BR;27;São Paulo
Barroso;BR;15;Minas Gerais
Barro Alto;BR;29;Goiás
Barro Alto;BR;05;Bahia
Barrinha;BR;27;São Paulo
Barretos;BR;27;São Paulo
Barreiro do Jaíba;BR;15;Minas Gerais
Porto Barreiro;BR;18;Paraná
Barreiras;BR;05;Bahia
Barra Velha;BR;26;Santa Catarina
Barra Mansa;BR;21;Rio de Janeiro
Barra dos Coqueiros;BR;28;Sergipe
Barra do Piraí;BR;21;Rio de Janeiro
Barra do Garças;BR;14;Mato Grosso
Barra do Bugres;BR;14;Mato Grosso
Balneário Barra do Sul;BR;26;Santa Catarina
Barra de São Francisco;BR;08;Espírito Santo
Barra da Estiva;BR;05;Bahia
Barra Bonita;BR;27;São Paulo
Barra;BR;05;Bahia
Bariri;BR;27;São Paulo
Barbacena;BR;15;Minas Gerais
Barão de Melgaço;BR;14;Mato Grosso
Barão de Cocais;BR;15;Minas Gerais
Bandeirantes;BR;18;Paraná
Nacip Raydan;BR;15;Minas Gerais
Bambuí;BR;15;Minas Gerais
Balneário Rincão;BR;26;Santa Catarina
Balneário Camboriú;BR;26;Santa Catarina
Santa Helena de Minas;BR;15;Minas Gerais
Baixo Guandu;BR;08;Espírito Santo
Baixa Grande;BR;05;Bahia
Novo Barreiro;BR;23;Rio Grande do Sul
Bagé;BR;23;Rio Grande do Sul
Baependi;BR;15;Minas Gerais
Bady Bassitt;BR;27;São Paulo
Santo Antônio do Aventureiro;BR;15;Minas Gerais
Avaré;BR;27;São Paulo
Avanhandava;BR;27;São Paulo
Avaí;BR;27;São Paulo
São José dos Ausentes;BR;23;Rio Grande do Sul
Auriflama;BR;27;São Paulo
Pontão;BR;23;Rio Grande do Sul
Atibaia;BR;27;São Paulo
Astorga;BR;18;Paraná
Astolfo Dutra;BR;15;Minas Gerais
Assis;BR;27;São Paulo
Assaí;BR;18;Paraná
Arujá;BR;27;São Paulo
Artur Nogueira;BR;27;São Paulo
Arroio Grande;BR;23;Rio Grande do Sul
Arroio dos Ratos;BR;23;Rio Grande do Sul
Balneário Arroio do Silva;BR;26;Santa Catarina
Arroio do Meio;BR;23;Rio Grande do Sul
Imigrante;BR;23;Rio Grande do Sul
Arraias;BR;31;Tocantins
Arraial do Cabo;BR;21;Rio de Janeiro
Armação dos Búzios;BR;21;Rio de Janeiro
Armação;BR;26;Santa Catarina
Ariranha;BR;27;São Paulo
Arinos;BR;15;Minas Gerais
Aricanduva;BR;15;Minas Gerais
Arenápolis;BR;14;Mato Grosso
Areiópolis;BR;27;São Paulo
Areias;BR;27;São Paulo
Areia Branca;BR;28;Sergipe
Arealva;BR;27;São Paulo
Areal;BR;21;Rio de Janeiro
Areado;BR;15;Minas Gerais
Arcos;BR;15;Minas Gerais
Arco Íris;BR;27;São Paulo
Araxá;BR;15;Minas Gerais
Araucária;BR;18;Paraná
Arauá;BR;28;Sergipe
Araruama;BR;21;Rio de Janeiro
Araras;BR;27;São Paulo
Araraquara;BR;27;São Paulo
Araranguá;BR;26;Santa Catarina
Arapongas;BR;18;Paraná
Arapeí;BR;27;São Paulo
Arandu;BR;27;São Paulo
Aramina;BR;27;São Paulo
Araguari;BR;15;Minas Gerais
Araguaiana;BR;14;Mato Grosso
Aragarças;BR;29;Goiás
Araçuaí;BR;15;Minas Gerais
Aracruz;BR;08;Espírito Santo
Araçoiaba da Serra;BR;27;São Paulo
Araci;BR;05;Bahia
Araçatuba;BR;27;São Paulo
Araçariguama;BR;27;São Paulo
Aracaju;BR;28;Sergipe
Aquidauana;BR;11;Mato Grosso do Sul
Aquidabã;BR;28;Sergipe
Apucarana;BR;18;Paraná
Apiaí;BR;27;São Paulo
Aparecida do Taboado;BR;11;Mato Grosso do Sul
Aparecida d'Oeste;BR;27;São Paulo
Aparecida;BR;27;São Paulo
Antônio Prado de Minas;BR;15;Minas Gerais
Antonina;BR;18;Paraná
São Sebastião do Anta;BR;15;Minas Gerais
Anitápolis;BR;26;Santa Catarina
Anicuns;BR;29;Goiás
Anhumas;BR;27;São Paulo
Anhembi;BR;27;São Paulo
Anguera;BR;05;Bahia
Angra dos Reis;BR;21;Rio de Janeiro
Angatuba;BR;27;São Paulo
Andrelândia;BR;15;Minas Gerais
Cachoeira de Pajeú;BR;15;Minas Gerais
Andradina;BR;27;São Paulo
Andradas;BR;15;Minas Gerais
Anastácio;BR;11;Mato Grosso do Sul
Anápolis;BR;29;Goiás
Analândia;BR;27;São Paulo
Anagé;BR;05;Bahia
Ampére;BR;18;Paraná
Amparo;BR;27;São Paulo
Américo de Campos;BR;27;São Paulo
Américo Brasiliense;BR;27;São Paulo
Americana;BR;27;São Paulo
América Dourada;BR;05;Bahia
Amargosa;BR;05;Bahia
Nova Alvorada;BR;23;Rio Grande do Sul
Alvorada;BR;31;Tocantins
Alvinópolis;BR;15;Minas Gerais
Alvinlândia;BR;27;São Paulo
Álvaro de Carvalho;BR;27;São Paulo
Álvares Machado;BR;27;São Paulo
Álvares Florence;BR;27;São Paulo
Alto Piquiri;BR;18;Paraná
Alto Paraná;BR;18;Paraná
Altãnia;BR;18;Paraná
Alto Araguaia;BR;14;Mato Grosso
Alto Alegre;BR;27;São Paulo
Altinópolis;BR;27;São Paulo
Alterosa;BR;15;Minas Gerais
Altair;BR;27;São Paulo
Alpinópolis;BR;15;Minas Gerais
Almirante Tamandaré;BR;18;Paraná
Almenara;BR;15;Minas Gerais
Presidente Tancredo Neves;BR;05;Bahia
Alfredo Marcondes;BR;27;São Paulo
Alfredo Chaves;BR;08;Espírito Santo
Alfenas;BR;15;Minas Gerais
Além Paraíba;BR;15;Minas Gerais
Alegrete;BR;23;Rio Grande do Sul
Alegre;BR;08;Espírito Santo
Alambari;BR;27;São Paulo
Alagoinhas;BR;05;Bahia
Aimorés;BR;15;Minas Gerais
Águia Branca;BR;08;Espírito Santo
Agudos;BR;27;São Paulo
Águas Vermelhas;BR;15;Minas Gerais
Águas Formosas;BR;15;Minas Gerais
Águas de São Pedro;BR;27;São Paulo
Águas de Lindóia;BR;27;São Paulo
Águas da Prata;BR;27;São Paulo
Água Rasa;BR;15;Minas Gerais
Aguaí;BR;27;São Paulo
Água Doce do Norte;BR;08;Espírito Santo
Afonso Cláudio;BR;08;Espírito Santo
Santo Afonso;BR;14;Mato Grosso
Adolfo;BR;27;São Paulo
Adamantina;BR;27;São Paulo
Açucena;BR;15;Minas Gerais
Acajutiba;BR;05;Bahia
Abaeté;BR;15;Minas Gerais
Abadiânia;BR;29;Goiás
Guaíba;BR;23;Rio Grande do Sul
Palmas;BR;31;Tocantins
Pontal do Paraná;BR;18;Paraná
Pugmil;BR;31;Tocantins
Santa Rita do Tocantins;BR;31;Tocantins
Crixás do Tocantins;BR;31;Tocantins
Universidade Rural;BR;21;Rio de Janeiro
Icaraí de Minas;BR;15;Minas Gerais
Vale do Anari;BR;24;Rondônia
Uarini;BR;04;Amazonas
Tonantins;BR;04;Amazonas
Tefé;BR;04;Amazonas
Marechal Thaumaturgo;BR;01;Acre
Tarauacá;BR;01;Acre
Tabatinga;BR;04;Amazonas
Sena Madureira;BR;01;Acre
São Paulo de Olivença;BR;04;Amazonas
São Gabriel da Cachoeira;BR;04;Amazonas
Santo Antônio do Içá;BR;04;Amazonas
Santa Rosa do Purus;BR;01;Acre
Santa Isabel do Rio Negro;BR;04;Amazonas
Rio Branco;BR;01;Acre
Porto Walter;BR;01;Acre
Porto Velho;BR;24;Rondônia
Pauini;BR;04;Amazonas
Novo Aripuanã;BR;04;Amazonas
Maraã;BR;04;Amazonas
Manoel Urbano;BR;01;Acre
Manicoré;BR;04;Amazonas
Mâncio Lima;BR;01;Acre
Manaus;BR;04;Amazonas
Manaquiri;BR;04;Amazonas
Manacapuru;BR;04;Amazonas
Jutaí;BR;04;Amazonas
Jutaí;BR;04;Amazonas
Humaitá;BR;04;Amazonas
Fonte Boa;BR;04;Amazonas
Feijó;BR;01;Acre
Envira;BR;04;Amazonas
Eirunepé;BR;04;Amazonas
Cruzeiro do Sul;BR;01;Acre
Rodrigues Alves;BR;01;Acre
Codajás;BR;04;Amazonas
Coari;BR;04;Amazonas
Carauari;BR;04;Amazonas
Caracaraí;BR;25;Roraima
Canutama;BR;04;Amazonas
Boca do Acre;BR;04;Amazonas
Boa Vista;BR;25;Roraima
Benjamin Constant;BR;04;Amazonas
Barcelos;BR;04;Amazonas
Ariquemes;BR;24;Rondônia
Aripuanã;BR;14;Mato Grosso
Anori;BR;04;Amazonas
Alvarães;BR;04;Amazonas
Iranduba;BR;04;Amazonas
Colônia Boa Vista;BR;04;Amazonas
Xapuri;BR;01;Acre
Vilhena;BR;24;Rondônia
Senador Guiomard;BR;01;Acre
Presidente Médici;BR;24;Rondônia
Rolim de Moura do Guaporé;BR;24;Rondônia
Plácido de Castro;BR;01;Acre
Pimenteiras do Oeste;BR;24;Rondônia
Pimenta Bueno;BR;24;Rondônia
Ouro Preto do Oeste;BR;24;Rondônia
Ji Paraná;BR;24;Rondônia
Jaru;BR;24;Rondônia
Guajará Mirim;BR;24;Rondônia
Cacoal;BR;24;Rondônia
Brasiléia;BR;01;Acre
Assis Brasil;BR;01;Acre
Açailândia;BR;13;Maranhão
Águas de Santa Bárbara;BR;27;São Paulo
Alta Floresta;BR;14;Mato Grosso
Alto Alegre;BR;25;Roraima
Alumínio;BR;27;São Paulo
Amajari;BR;25;Roraima
Antônio Cardoso;BR;05;Bahia
Aparecida de Goiânia;BR;29;Goiás
Araguanã;BR;13;Maranhão
Aspásia;BR;27;São Paulo
Bonfim;BR;25;Roraima
Campinas;BR;26;Santa Catarina
Cantá;BR;25;Roraima
Caroebe;BR;25;Roraima
Cutias;BR;03;Amapá
Ermelino Matarazzo;BR;27;São Paulo
Fernando de Noronha (Distrito Estadual);BR;30;Pernambuco
Iracema;BR;25;Roraima
Itaim Paulista;BR;27;São Paulo
Jaboatão dos Guararapes;BR;30;Pernambuco
Lago dos Rodrigues;BR;13;Maranhão
Laranjal do Jari;BR;03;Amapá
Lauro de Freitas;BR;05;Bahia
Minaçu;BR;29;Goiás
Monte Verde;BR;15;Minas Gerais
Mucajaí;BR;25;Roraima
Normandia;BR;25;Roraima
Ourilândia do Norte;BR;16;Pará
Pacaraima;BR;25;Roraima
Parauapebas;BR;16;Pará
Patos do Piauí;BR;20;Piauí
Pedra Branca do Amapari;BR;03;Amapá
Pinhais;BR;18;Paraná
Portelândia;BR;29;Goiás
Pracuúba;BR;03;Amapá
Redenção;BR;16;Pará
Rio Preto da Eva;BR;04;Amazonas
Rorainópolis;BR;25;Roraima
Santa Maria de Jetibá;BR;08;Espírito Santo
Santa Rosa do Purus;BR;01;Acre
São João da Baliza;BR;25;Roraima
São Luiz;BR;25;Roraima
São Mateus;BR;27;São Paulo
São Roque de Minas;BR;15;Minas Gerais
Sapopemba;BR;27;São Paulo
Simões Filho;BR;05;Bahia
Sinop;BR;14;Mato Grosso
Tangará da Serra;BR;14;Mato Grosso
Taquarussu;BR;11;Mato Grosso do Sul
Teixeira de Freitas;BR;05;Bahia
Tucumã;BR;16;Pará
Uiramutã;BR;25;Roraima
Vargem Grande Paulista;BR;27;São Paulo
Vitória do Jari;BR;03;Amapá
Xinguara;BR;16;Pará
Barra da Tijuca;BR;21;Rio de Janeiro
Tatuapé;BR;27;São Paulo
Consolação;BR;27;São Paulo
Rocinha;BR;21;Rio de Janeiro
Pirituba;BR;27;São Paulo
Limão;BR;27;São Paulo
Vila Galvão;BR;27;São Paulo
Jardim Paulista;BR;27;São Paulo
Dona Emma;BR;26;Santa Catarina
Vitor Meireles;BR;26;Santa Catarina
Itacorubi;BR;26;Santa Catarina
Corrego Grande;BR;26;Santa Catarina
Santa Monica;BR;26;Santa Catarina
Carvoeira;BR;26;Santa Catarina
Trindade;BR;26;Santa Catarina
Morro da Cruz;BR;26;Santa Catarina
Saco dos Limoes;BR;26;Santa Catarina
Pantanal;BR;26;Santa Catarina
Costeira do Pirajubae;BR;26;Santa Catarina
Carianos;BR;26;Santa Catarina
Tapera;BR;26;Santa Catarina
Freguesia do Ribeirao da Ilha;BR;26;Santa Catarina
Instituto de Biociências;BR;27;São Paulo
São Manoel do Paraná;BR;18;Paraná
Olho d’Água das Cunhãs;BR;13;Maranhão
Paço do Lumiar;BR;13;Maranhão
Sooretama;BR;08;Espírito Santo
Teotônio Vilela;BR;02;Alagoas
Sigefredo Pacheco;BR;20;Piauí
Lagoa do Barro do Piauí;BR;20;Piauí
São Francisco de Assis do Piauí;BR;20;Piauí
Júlio Borges;BR;20;Piauí
Dirceu Arcoverde;BR;20;Piauí
Nova Redenção;BR;05;Bahia
Muquém do São Francisco;BR;05;Bahia
Mirassol d'Oeste;BR;14;Mato Grosso
União de Minas;BR;15;Minas Gerais
São Simão;BR;29;Goiás
Gouvelândia;BR;29;Goiás
Figueirão;BR;11;Mato Grosso do Sul
Urupá;BR;24;Rondônia
Brasilândia de Minas;BR;15;Minas Gerais
Bom Sucesso de Itararé;BR;27;São Paulo
Água Fria de Goiás;BR;29;Goiás
Montividiu do Norte;BR;29;Goiás
Novo Santo Antônio;BR;14;Mato Grosso
Ministro Andreazza;BR;24;Rondônia
Castanheiras;BR;24;Rondônia
Novo Horizonte do Oeste;BR;24;Rondônia
Garrafão do Norte;BR;16;Pará
São João do Itaperiú;BR;26;Santa Catarina
Alta Floresta d’Oeste;BR;24;Rondônia
Nova Colinas;BR;13;Maranhão
Babaçulândia;BR;31;Tocantins
Pontal do Araguaia;BR;14;Mato Grosso
Governador Edison Lobão;BR;13;Maranhão
Vila Santa Maria;BR;04;Amazonas
Brasil Novo;BR;16;Pará
Atins;BR;13;Maranhão
Residencia Moacir PU5BHV;BR;26;Santa Catarina
Beira Rio;BR;05;Bahia
Butia Inferior;BR;23;Rio Grande do Sul
Nova Olina do Marnhao;BR;13;Maranhão
Itaim Bibi;BR;27;São Paulo
Moema;BR;27;São Paulo
Planaltina;BR;07;Federal District
Extrema;BR;24;Rondônia
Paraíso;BR;27;São Paulo
Grajaú;BR;27;São Paulo
Tremembé;BR;27;São Paulo
Artur Alvim;BR;27;São Paulo
Anhanguera;BR;27;São Paulo
Cidade Dutra;BR;27;São Paulo
Capao Redondo;BR;27;São Paulo
Casa Verde;BR;27;São Paulo
Iguatemi;BR;27;São Paulo
Sao Lucas;BR;27;São Paulo
Socorro;BR;27;São Paulo
Rio Pequeno;BR;27;São Paulo
Carrao;BR;27;São Paulo
Agua Rasa;BR;27;São Paulo
Alto De Pinheiros;BR;27;São Paulo
Cidade Lider;BR;27;São Paulo
Aricanduva;BR;27;São Paulo
Jacana;BR;27;São Paulo
Jaguara;BR;27;São Paulo
Lajeado;BR;27;São Paulo
Jabaquara;BR;27;São Paulo
Jose Bonifacio;BR;27;São Paulo
Cidade Ademar;BR;27;São Paulo
Barra Funda;BR;27;São Paulo
Belem;BR;27;São Paulo
Brasilandia;BR;27;São Paulo
Butanta;BR;27;São Paulo
Cangaiba;BR;27;São Paulo
Cambuci;BR;27;São Paulo
Campo Belo;BR;27;São Paulo
Cursino;BR;27;São Paulo
Mooca;BR;27;São Paulo
Vila Prudente;BR;27;São Paulo
Morumbi;BR;27;São Paulo
Pedreira;BR;27;São Paulo
Mandaqui;BR;27;São Paulo
Cachoeirinha;BR;27;São Paulo
